company_name,stage,funding_amount,description,headquarter,investor,funded_year,sector
GoodGamer,Seed,2500000.0,GoodGamer is India's first Daily Fantasy Sports and true Esports gaming platform.,"Bangalore, ",Undisclosed,2021,Gaming
InnAccel,Pre-series A,1500000.0,"A building a portfolio of novel medical devices designed, engineered, and priced for global Emerging Markets.","Bangalore, ",Mount Judi Ventures,2021,Medtech
Tiliter,Unknown,7500000.0,Software that uses computer vision to recognise products without barcodes,"Sydney, ","AngelList, Investec",2021,Retail
Slintel,Unknown,4200000.0,"Slintel, a leader in capturing technographics-powered buying intent, helps companies uncover the 3% of active buyers in their target market.","San Francisco Bay Area, Silicon Valley, West Coast, ","Accel, Stellaris Venture Partners",2021,Sles and marketing
SoOLEGAL,Unknown,4000000.0,"SoOLEGAL is a global integrated directory of lawyers, legal aid organizations, and Law firms.","New Delhi, ",Undisclosed,2021,LegalTech
HobSpace,Seed,200000.0,India's Activity Hub for Kids,"Mumbai, ",Artha Venture,2021,EdTech
Supplynote,Seed,500000.0,Supplynote is India's leading procurement platform with a unique stack of SAAS and E-commerce to solve the procurement problem,"Noida, ","MOX, SOSV",2021,SaaS
Hire Me Car,Seed,3500000.0,India's largest cloud based digital discovery and services provisioning platform for the taxi rental,"Noida, ",Undisclosed,2021,Car Service
ShopUp,Series A,22000000.0,"ShopUp provides easy access to B2B sourcing, last-mile logistics, digital credit, and business management solutions to small businesses.","Bangaldesh, ","Flourish Ventures, Lonsdale Capital",2021,E-commerce
Harmonizer India,Unknown,3500000.0,"Energy-efficient solutions based on the Artificial Intelligence, Machine Learning and Internet of Things technology,","Bangalore, ",Kapil Dev,2021,Tech Startup
Zomato,Unknown,52000000.0,Zomato is a food delivery and restaurant discovery site that provides information and reviews about restaurants.,"Gurugram, ","Kora, Tiger Global Management",2021,FoodTech
Dukaan,Seed,6000000.0,Developer of an android application designed for businesses to sell online.,"Mumbai, ","Lightspeed, Matrix Partners.",2021,Tech Startup
CredR,Unknown,2000000.0,India’s Only 100% Inspected and Certified Used Bikes Marketplace.,"Mumbai, ","Eight Roads Ventures, On Mauritius",2021,Bike marketplace
Satyukt,Seed,500000.0,An agritech company that provides business to business (B2B) agricultural data,"Bangalore, ","NABVENTURES, Social Alpha (India)",2021,Agriculture
RACEnergy,Unknown,3500000.0,RACEnergy builds and deploys battery swapping infrastructure for use in various segments of vehicles.,"Hyderabad, ","growX Ventures, Huddle (Incubator)",2021,Automotive
TREAD,Pre-seed,1100000.0,A homegrown fitness startup that aims to advance the 'Fit India' initiative by offering holistic and affordable workouts.,"Bangalore, ","Better Capital, Kunal Shah, Gaurav Munjal",2021,Fitness startup
Anveshan,Pre-seed,100000.0,Provide quality and healthy food products,"Bangalore, ",Titan Capital,2021,FoodTech
TeaMonk,Pre-series A,900000.0,India's Finest Specialty Tea company.,"Bangalore, ","Lead Angels Network, Roots Ventures",2021,Food & Beverage
Fleetx,Pre-series B,3000000.0,"Fleetx is an intelligent data platform which uses AI, machine learning, sensors and predictive analytics to help fleet owners.","Gurugram, ","Rohit Bansal, Rohan Ranavat",2021,Tech Startup
ReNEWate,Pre-seed,3500000.0,"Tech platform helping millions of renovation contractors, property improvement professionals and businesses manage their business digitally.","Pune, ",Real Estate Accelerator Program,2021,Real Estate
Tango Eye,Seed,3500000.0,Retail Video Analytics SaaS product,"Chennai, ","Riso Investments, Lenskart",2021,SaaS
Rare Planet,Pre-series A,3500000.0,Rare Planet sells handicrafts made by local artisans.,"Kolkata, ",Venture Catalysts,2021,Reatil startup
Avataa Me,Series A,7000000.0,AVATAAR.ME is a deep-tech 3D AR platform which delivers personalized fashion discovery experience to users on mobile devices.,"Bangalore, ",Sequoia Capital India,2021,AR platform
Arrival,Unknown,118000000.0,Arrival is a technology company that specializes in developing electric vehicles.,"London, England, United Kingdom, ","UPS Ventures, Hyundai Motor Company",2021,EV startup
Cover Genius,Unknown,15000000.0,Cover Genius provides an insurance distribution platform designed to protect the customers of e-commerce companies,"Sydney, New South Wales, Australia, ","King River Capital, Leap Capital",2021,FinTech
Phononic Vibes,Unknown,2300000.0,"Phononic Vibes introduces a new patented technology for vibration and noise control and isolation, with a circular economy approach.","Milano, Lombardia, Italy, ",Undisclosed,2021,Deeptech
MikeLegal,Seed,3500000.0,MikeLegal is an AI powered legal associate that aims to build an ecosystem of legal tools,"Gurugram, ","SOSV, Artesian",2021,LegalTech
Clair,Seed,4500000.0,Clair is a social fintech that provides Instant Pay Access as a Service for human capital management and gig platforms.,"New York, United States, ","Upfront Ventures, Walkabout Ventures",2021,FinTech
Gourmet Garden,Unknown,3500000.0,Gourmet Garden is a global market leader in chilled convenient packaged herbs.,"Palmwoods, Queensland, Australia, ",Advent Partners,2021,Consumer Goods
Miko,Pre-series B,3000000.0,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.","Mumbai, ","Stride Ventures, YourNest Venture Capital",2021,AI startup
Razorpay,Series D,100000000.0,"Razorpay is a platform that enables businesses to accept, process, and disburse payments.","Bangalore, ","Tiger Global Management, Sequoia Capital India",2021,FinTech
Ninjacart,Unknown,30000000.0,"Ninjacart is a business-to-business fresh produce supply chain that connects farmers, manufactures, and brands to retailers directly.","Bangalore, ","Syngenta Ventures, Walmart",2021,Food & Beverage
Wow! Momo,Series B,5000000.0,Wow! Momo is a chain of fast-food restaurants that specializes in momos.,"Kolkata, ","Tiger Global Management, William Bissell",2021,Food & Beverage
Pepper Content,Series A,4200000.0,Pepper Content is a Content-Mediation Platform that connects talented writers to organisations that require content.,"Mumbai, ","Alok Mittal, Manan Maheshwari",2021,Content marketplace
LIVSPACE,Series B,4000000.0,"Livspace is an interior design startup that offers a platform that connects people to designers, services, and products.","Bangalore, ","Mercer Investments, Bessemer Venture Partners",2021,Interior Design
Acculi Labs,Seed,600000.0,Acculi Labs is a clinical grade smartphone based diagnostic tool,"Bangalore, ",Startup Basket.,2021,Health
Your MD,Unknown,25000000.0,Your.MD is a platform committed to helping a billion people find their health by unlocking self-care with digital technology.,"London, England, United Kingdom, ","Orkla Ventures, Smedvig Capital",2021,Health
Antaios,Unknown,11000000.0,Developer of memory-based technology intended to solve issues of advanced computing.,"France, ",Undisclosed,2021,Tech
Unnati,Pre-series A,1700000.0,A helping hand to the farming community through Artificial Intelligence,"Noida, ",NABVENTURES,2021,Agriculture
Disprz,Pre-series B,1600000.0,"Disprz is a one-of-its-kind “knowledge-tech” start-up that strives to make people knowledgeable, productive and smarter at what they do.","Chennai, ","Xseed Partners, InnoVen Capital",2021,EdTech
Uni,Seed,18500000.0,The team aims to bridge the gap for credit cards and make them more accessible for people across different regions.,"Mumbai, ","Lightspeed India Partners, Accel India",2021,FinTech
Credit Wise Capital,Seed,6000000.0,CreditWise Capital is a consumer finance company.,"Mumbai, ",Venture Catalysts,2021,FinTech
Chargebee,Series F,55000000.0,Chargebee is a PCI Level 1 certified subscription and recurring billing system for SaaS and subscription based eCommerce businesses,"San Francisco Bay Area, West Coast, Western US, ","Accel, Steadview Capital",2021,SaaS
Reliance Retail Ventures Ltd,Unknown,70000000000.0,"Reliance Retail offers online shopping and a chain of neighborhood stores, supermarkets, and wholesale/specialty stores.","Mumbai, ","Silver Lake, Mubadala Investment Company",2021,Retail
Winuall,Unknown,2000000.0,"Winuall specializes in the fields of E-learning, online quizzes, and tests, study material for competitive exams.","Bangalore, ","Amit Lakhotia, Akash Gehani",2021,EdTech
Genrobotics,Unknown,300000.0,GenRobotic specializes in powered robotic exoskeletons with RC controlled humanoid robotic systems and Artificial Intelligence.,"Trivandrum, Kerala, India, ",Unicorn India Ventures,2021,AI startup
Livve,Seed,1500000.0,An online platform where both owners and tenants find help in making sure their rental transaction are safe and secure.,"Cochin, ",Undisclosed,2021,Rental space
Ergos,Series A,5000000.0,Ergos is building an integrated supply chain by setting up micro warehouses.,"Samastipur, Bihar, ","Aavishkaar Venture Capital, Chiratae Ventures",2021,Agriculture
Krishitantra,Seed,1000000.0,Krishi-Tantra is an Agri-IoT startup building farm automation for controlled agricultural environment.,"Hyderabad, ","NABVENTURES, Omnivore",2021,Soil-Tech
PakkaProfile,Seed,3500000.0,"PakkaProfile bridges the gap between companies and the workforce by making better, unbiased decisions with the help of psychometric games","Bangalore, ",Java Capital,2021,Recruitment startup
Monet Networks,Unknown,500000.0,Monet Networks Using sentiment and non verbal cues analysis for increased engagement and real time content feedback.,"Irvine, California, United States, ","SenseAI Ventures, EvoNexus",2021,AI startup
Unocoin,Series A,3500000.0,"Unocoin is an Indian bitcoin processor that enables users to buy, sell, store, use, and accept bitcoins.","Tumkur, Karnataka, ","Digital Finance Group, FundersClub",2021,FinTech
Pesto,Unknown,3500000.0,Pesto is a career accelerator for software engineers with the mission to take opportunities to places where talent exists.,"New Delhi, ","Sriharsha Majety, Rahul Jaimini",2021,EdTech
NirogStreet,Pre-series A,2000000.0,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.,"Gurugram, ","Wavemaker Partners, Subho Ray",2021,Ayurveda tech
Bambrew,Pre-seed,3500000.0,Bambrew is an online shop for reusable bamboo straws.,"Bangalore, ",Upsparks,2021,Packaging solution startup
Omnify,Pre-series A,3500000.0,Omnify is a Global SaaS platform for Small Services Business,"San Francisco Bay Area, Silicon Valley, West Coast, ","Saurabh Arora, LD Sharma",2021,SaaS
Fanball XI,Seed,1000000.0,The gaming company mostly focused on fantasy football games,"New Delhi, ",Foxhog Ventures,2021,Gaming
Treebo Hotels,Unknown,6000000.0,"Treebo is India's tech-enabled, asset-light affordable accommodation brand.","Bangalore, ","Ramesh Mangaleswaran, Saikiran Krishnamurthy",2021,Hospitality
GPS Renewables,Series A,3000000.0,To solve the urban waste problem by utilising local technologies and business models.,"Bangalore, ","Triodos, Caspian",2021,CleanTech
Public,Unknown,30000000.0,Video-led social app Public provides users with a platform to share and view important hyperlocal videos,"New Delhi, ","Lee Fixel's Addition, SIG Global, Tanglin Venture Partners",2021,Social Media
Legal Salah,Seed,1000000.0,Legal Salah is bringing the provision of imparting value based legal and consultancy services to the user.,"Kolkata, ",I2I Capitals,2021,LegalTech
FanPlay,Seed,3500000.0,FanPlay Technologies operates as a real-money gaming startup.,"New Delhi, ","Core91 Fund, Anupam Mittal",2021,Gaming
ECOSTP,Unknown,19000000.0,Eco friendly zero power zero maintenance sewage treatment plant in India.,"Bangalore, ",Terwilliger Centre,2021,Sanitation solutions
Coralogix,Series B,25000000.0,Coralogix is a log analytics SaaS platform that improves the delivery and maintenance process for software providers.,"San Francisco, California, United States, ","2B Angels, Janvest Capital Partners",2021,SaaS
Equiwatt,Unknown,300000.0,Equiwatt is a digital platform enabling households to get paid for saving energy at peak times.,"Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom, ",Rising Stars,2021,Tech
Reliance Retail Ventures,Unknown,800000000.0,"Reliance Retail offers online shopping and a chain of neighborhood stores, supermarkets, and wholesale/specialty stores.","Mumbai, ","General Atlantic, Kohlberg Kravis Roberts",2021,E-commerce
Zhangmen,Unknown,400000000.0,Zhangmen is an online tutoring platform provides tutoring courses to students.,"Shanghai, China, ","CICC Alpha, VMS Asset Management",2021,EdTech
AgroWave,Unknown,500000.0,Agrowave engages in transforming agriculture supply chain by connecting farms to businesses.,"Gurugram, ",Sekhar Puli,2021,Agriculture
Sapio Analytics,Unknown,150000.0,Sapio Analytics provides AI-powered policymaking solutions for government institutions.,"Mumbai, ",Undisclosed,2021,Tech
Taimei,Unknown,176000000.0,Taimei Technology provides a cloud platform for clinical research collaboration.,"Jiaxing, Zhejiang, China, ","Cowin Venture, ZSVC",2021,HealthCare
Avanse Financial Services,Unknown,15000000.0,"Avanse, regulated by the Reserve Bank of India, is an education finance company that operates as a non-banking finance company (NBFC).","Mumbai, ",International Finance Corporation,2021,FinTech
Industry Buying,Unknown,15000000.0,India's largest industrial ecommerce platform,"New Delhi, ","BlackSoil, BEENEXT",2021,E-commerce
Hopscotch,Unknown,25000000.0,"Hopscotch provides an insider access to international brands for babies, kids, and moms.","Mumbai, ","Marc Lore, Rise Capital",2021,E-commerce
Pristyn Care,Unknown,11000000.0,Pristyn Care is Health Care Startup that is disrupting Day Care Procedures.,"Gurugram, ","Sequoia Capital India, Hummingbird Ventures",2021,HealthCare
WoodenStreet,Unknown,1000000.0,Wooden Street is a online furniture platform that provides custom made & ready to order furniture.,"Rajastan, ","IAN Fund, Rajasthan Venture Capital Fund",2021,Home Design
ACKO,Unknown,60000000.0,Acko General Insurance is a private sector general insurance company in India.,"Mumbai, ","RPS Ventures, Intact Ventures",2021,InsureTech
Farmers Fresh Zone,Unknown,470000.0,FarmersFZ is an online venture for fresh and safe vegetables and agri products.,"Kochi, ","Artha India Ventures, Nagaraja Prakasam",2021,Agriculture
Invento,Unknown,3500000.0,Invento Robotics specializes in developing service robots intended for customer interactions.,"Bangalore, ","Chiripal Group, Ratish Kumar Nair",2021,AI Startup
Infurnia,Unknown,240000.0,Infurnia Technologies is an eponymous cloud-based architecture design software platform.,"Bangalore, ","Pallav Nadhani, Idein Ventures",2021,Tech Startup
AnalytIQSports's SuperCric,Unknown,3500000.0,SuperCric is India's first strategy Cricket Manager simulation game,"Bangalore, ",Undisclosed,2021,Entertainment
Snowflake,Unknown,3000000000.0,Snowflake is a cloud data platform that provides a data warehouse-as-a-service designed for the cloud.,"California, ","Salesforce Ventures, Dragoneer Investment Group",2021,Tech
GenieTalk,Unknown,750000.0,GenieTalk as a virtual assistant uses AI to bring conversation commerce with a personalised experience on the app.,"Indore, ",Undisclosed,2021,Tech
Classplus,Unknown,10000000.0,Classplus offers a mobile-first SaaS platform for 3000+ tutors to offer their curriculum and operations completely online.,"Noida, ","Spiral Ventures, Surge",2021,EdTech
Mobile Premier League,Unknown,74000000.0,Mobile Premier League(MPL) is a skill based E-Sports platform where you can play your favourite mobile games,"Bangalore, ","Sequoia Capital India, Times Internet",2021,Entertainment
Fourth Partner Energy,Unknown,16000000.0,Fourth Partner Energy provides turnkey rooftop solar energy solutions for customers in India.,"Hyderabad, ","responsAbility, Grameen Impact India (GIII)",2021,Energy
Flipkart,Unknown,62000000.0,Flipkart is an e-commerce marketplace that offers over 30 million products cross 70+ categories.,"Bangalore, ","Tencent Holdings, Walmart",2021,E-commerce
Vivriti Capital,Unknown,1000000.0,Vivriti Capital is a marketplace for small enterprises and individuals that lack efficient access to financial services.,"Chennai, ","Aspada, Creation Investments Capital Management, LLC",2021,FinTech
InsuranceDekho,Unknown,20000000.0,The funding for branding and marketing activities as well as strengthening the product and technology teams,"Ludhiana, ",GirnarSoft,2021,FinTech
BestDoc,Unknown,2100000.0,An Intelligent Patient Relationship Management (PRM) system for hospitals and other healthcare providers in India.,"Kochi, ",Undisclosed,2021,HealthCare
Byju’s,Unknown,500000000.0,An Indian educational technology and online tutoring firm,"Bangalore, ","Owl Ventures, Tiger Global Management",2021,EdTech
Melorra,Unknown,12500000.0,Melorra is an operator of an online jewelry store that is used to offer contemporary jewelry.,"Bangalore, ","Jamshed Jeejeebhoy, Symphony International Holdings",2021,Jewellery startup
Reliance,Unknown,2200000000.0,"Reliance owns businesses across India engaged in energy, petrochemicals, textiles, natural resources","Mumbai, ","Facebook, Google, KKR, Silver Lake",2021,Multinational conglomerate company
Inflexor Ventures,Unknown,10000000.0,Experienced Venture Capital-General Partner focused on Technology investments.,"Mumbai, ",Undisclosed,2021,FinTech
Pandorum,Unknown,5060000.0,A Bangalore based biotechnology company with focus on tissue engineering and regenerative medicine.,"Bangalore, ","021 Capital, Karnataka Information Technology Venture Capital Fund",2021,Deeptech startup
SpeakIn,Unknown,3500000.0,"AI-enabled network of speakers and thought leaders, aka. experts","Noida, ",Homage Ventures.,2021,Social Media
LetsUp,Unknown,3500000.0,"Provides News, Jobs, Information & Entertainment on WhatsApp, Absolutely free","Mumbai, ",Undisclosed,2021,Publication
Newsreach,Unknown,3500000.0,NewsReach India offers partner publications a digital footprint,"Gujarat, ",Mumbai Angels,2021,Publication
Dream11,Unknown,225000000.0,Dream11 is India’s Biggest Sports Game with 30 million+ users playing Fantasy Cricket,"Mumbai, ","Steadview Capital, Tencent Holdings",2021,Entertainment
SignalX,Unknown,750000.0,"An AI-powered SaaS platform for corporate risk and due diligence for a comprehensive financial, legal, regulatory, and reputational risk analysis","Hyderabad, ",Undisclosed,2021,SaaS
JetSynthesys,Unknown,40000000.0,Gaming and entertainment startup,"Mumbai, ","Adar C. Poonawalla, Kris Gopalakrishnan",2021,Tech
Vesta Space Technology,Unknown,10000000.0,VestaSpace Technology specialises in making small satellite platforms for commercial and scientific applications.,"Pune, ",Undisclosed,2021,Tech Startup
Dozee,Unknown,1600000.0,Dozee offers health and wellness monitoring products.,"Bangalore, ",Undisclosed,2021,HealthTech
Rebel Foods,Unknown,50000000.0,"Known for its larger brands – Faasos, Behrouz Biryani, Oven story and Mandarin","Pune, ",Coatue Management,2021,Food
Nykaa,Unknown,24700000.0,Cosmetics & beauty products online,"Mumbai, ",Steadview Capital,2021,Fashion
Ketto,Unknown,7700000.0,"Crowdfunding, Charity, E-commerce","Mumbai, ","Mumbai Angels, Redcliffe Capital",2021,Finance
Suryoday,Unknown,800000.0,Banks that extends two distinct fixed deposit schemes,"Mumbai, ","Gaja Capital, Kotak Life, Lok Capital",2021,Finance
SucSEED,Unknown,1300000.0,Venture Partners,"Hyderabad, ","DR. Moti Vyas, Udit Goyal",2021,Finance
Unacademy,Unknown,150000000.0,Unacademy is an Indian online education technology company,"Bangalore, ","Nexus Venture Partners, Sequoia Capital",2021,EdTech
Strata,Unknown,19067328.0,"Commercial Real Estate, Commercial Property Investment, Best Long Term Investments","Bangalore, ","Propstack, SAIF Partners",2021,Real Estate
3one4 Capital,Unknown,100000000.0,Use transformative capital and a deep involvement strategy to help Indian entrepreneurs,"Bangalore, ",Undisclosed,2021,Finance
WE-Hub,Unknown,3500000.0,WE HUB is the first-of-its-kind and only State-run platform for Women Entrepreneurs.,"Hyderabad, ",Undisclosed,2021,Entreprenurship
Zomato,Unknown,62000000.0,Get online food delivery from restaurants near you,"Haryana, ","MacRitchie Investments, Baillie Gifford",2021,Food & Beverage
Vicara,Unknown,3500000.0,A deep tech startup pioneering in motion-based interfaces and insights.,"Bangalore, ",Undisclosed,2021,Tech Startup
Gaana,Unknown,51000000.0,Gaana is a commercial music streaming service providing free and licensed music.,"Gurugram, ","Tencent Holdings, Times Internet",2021,Entertainment
EM3 Agri,Unknown,1000000.0,A pioneering organization in the farming-as-a service (FaaS) space,"Noida, ","Global Innovation Fund, Soros Economic Development Fund",2021,Agriculture
Plum,Unknown,115000.0,"Shampoos, Conditioner & Hair Mask For Healthy, Happy Hair","Thane, ","Ronald Conway, Bay Partners",2021,Cosmetics
Odwen,Unknown,54000.0,India's first do-it-yourself warehouse management system.,"Noida, ",Prospect Partners.,2021,Warehouse
Fasal,Unknown,20000.0,Captures real-time data on crop growth conditions using on-farm sensors and delivers advisories to farmers in Indian languages,"Bangalore, ","Omnivore, Zeroth.AI",2021,Agriculture
Trukky,Unknown,3500000.0,"Transportation, logistics services & cargo services.","Ahmedabad, ",Mumbai Angels.,2021,Logistics
BankBazaar,Unknown,9000000.0,Check your latest Credit Score and get your Credit Report online in India for Free,"Chennai, ","Ramesh Srinivasan, Amazon",2021,Online financial service
Specsmakers,Unknown,3000000.0,"A leader in crafting stylish, high-quality, eyewear at affordable prices.","Chennai, ",Eight Roads Ventures,2021,Eyeglasses
Grinntech,Unknown,2000000.0,"Grinntech has a range of Lithium-ion batteries which sets new standards in Electrical safety, Energy density, Durability","Dehradun, ","Ashok Leyland, V Lakshmi Narayanan",2021,Battery design
CreditMantri,Unknown,803146.0,CreditMantri is a provider of comprehensive Credit Analysis and Credit Improvement programs.,"Chennai, ","Ranjit Punja, R Sudarshan, Gowri Mukherjee",2021,Online credit management startup
Chai Waale,Unknown,238000.0,Given the rising trend in the number of tea stalls in the city,"Chennai, ","Gunavanth Vaid, Bharat Kumar Sohanraj",2021,Beverage
Deepsync,Unknown,300000.0,"Deepsync is a revolutionary way to record your content, without you really speaking.","Bangalore, ",Venkat Raju,2021,Tech Startup
Byju’s,Unknown,500000000.0,An Indian educational technology and online tutoring firm,"Bangalore, ","Owl Ventures, Tiger Global Management",2021,EdTech
ConnectedH,Unknown,3500000.0,The company’s vision is simple – Connected Healthcare.,"Gurgaon, ",Undisclosed,2021,HealthCare
Reliance Retail,Unknown,10220000.0,"Retailer delivering superior value to its customers, suppliers and shareholders.","Mumbai, ",Silver Lake Partners,2021,E-commerce
QShala,Unknown,300000.0,A platform that helps kids learn about life skills,"Bangalore, ",Undisclosed,2021,EdTech
Pitstop,Unknown,1020000.0,"Pitstop owns and operates a network of garages that provides car repair, detailing","Bangalore, ","Clairvest Group, Ontario Centres of Excellence",2021,Car Service
Zomato,Unknown,100000000.0,Get online food delivery from restaurants near you,"Haryana, ","MacRitchie Investments, Baillie Gifford",2021,Food & Beverage
Customfit ai,Unknown,3500000.0,Operates on a SaaS model by providing a hyper-personalised website to users.,"Bangalore, ",Undisclosed,2021,SaaS
Nirmata,Unknown,3500000.0,Nirmata offers a complete solution for Kubernetes management and deployment for cloud-based apps,"San Franciscao, ","Damien Toledo, Jim Bugwadia, Ritesh Patel",2021,Tech
Hire Me Car,Seed,3500000.0,HireMeCar.com offers customers the fastest and easiest way to plan road travel.,"Noida, ",US based NRI Investors,2021,Travel
Oga Fit,Pre-series A,3500000.0,The new-age home workout app that gives you an unmatched boutique digital fitness studio experience.,"Bangalore, ","Inflection Point Ventures, Mitesh Shah",2021,Fitness startup
ShipsKart,Pre-series A,200000.0,"ShipsKart platform that streamlines the way marine stores are ordered, approved and received on board with the help of technology.","New Delhi, ",Betatron,2021,E-commerce
SquadStack,Series A,5000000.0,"Empowering consumer businesses to improve their sales conversions and funnel efficiency, using Artificial Intelligence & Data Science.","San Francisco, ","Chiratae Ventures, Blume Ventures",2021,Tech
Financepeer,Pre-series A,3000000.0,Financepeer is an AI based peer to peer lending platform.,"Mumbai, ","Ravi Sanghvi, PitchRight Venture",2021,EdTech
Cashify,Series B,10000000.0,Cashify.in is an e-commerce platform for reselling used electronic gadgets.,"Gurugram, ","Bessemer Venture Partners, CDH Investments",2021,E-commerce
Etrio,Series A,3000000.0,"Etrio is an electric vehicle company in India with tata ace electric, Electric Tata ace HT","Hyderabad, ",HNIs,2021,EV startup
Codeyoung,Seed,3500000.0,Codeyoung provides live online coding classes for kids between the age of 5 - 17.,"Bangalore, ",Guild Capital,2021,EdTech
StayQrious,Seed,2000000.0,"Live online coding courses with social learning. Build coding skills, confident communication and leadership skills with your very own coach.","Bangalore, ",Y Combinator,2021,EdTech
Sunstone Eduversity,Series A,3000000.0,India's Only Business School That Offers MBA & PGDM Programs With 100% Placement Assurance.,"Gurugram, ",Prime Venture Partners,2021,EdTech
Infilect,Pre-series A,1500000.0,Infilect Technologies specialises in visual content intelligence by parsing large-scale visual content such as photos and videos,"Bangalore, ","Mela Ventures, 1Crowd",2021,SaaS
MobiGarage,Pre-series A,3500000.0,An ecommerce platform for refurbished electronics.,"New Delhi, ",Undisclosed,2021,E-commerce
Samunnati,Series B,20000000.0,Samunnati is a financial service provider focused on agri value chains.,"Chennai, ","responsAbility, Accel",2021,Agriculture
WeInnovate Biosolutions,Seed,3500000.0,Startup working dedicatedly in the area of healthcare-therapeutic solutions.,"Pune, ",Chiratae ventures,2021,Startup laboratory
Yummy Corp,Series B,12000000.0,"Yummy Corp is a food & beverages company that provides delicious, fresh, and creative food solutions for everyday corporate and group needs.","Tangerang, Jawa Barat, Indonesia, ","Palm Drive Capital, Amatil X Ventures",2021,Food & Beverage
Smallcase,Series B,13400000.0,Smallcases are portfolios of stocks or ETFs created by India's top financial experts.,"Bangalore, ","Sequoia Capital India, Blume Ventures",2021,FinTech
Clairvolex,Series B,2000000.0,Clairvolex is an IP solutions company that manages IP assets of large corporations using an IPAM model.,"California, ","JF Mauritius SPV, IndusAge Partners",2021,Tech Startup
Assiduus,Series A,1000000.0,"Assiduus leverages its eCommerce experience to help build, grow and scale your brand on various eCommerce platforms","Bangalore, ",VC Firm K Partners,2021,E-commerce
Brinton,Series B,1300000.0,Brinton is one of the fastest growing Pharmaceutical Companies spreading its network worldwide.,"California, ","India Alternatives Private Equity Fund, Tata Capital",2021,HealthTech
AFK Gaming,Pre-series A,200000.0,AFK Gaming is a media and entertainment and gaming company located in Mumbai.,"Mumbai, ",Undisclosed,2021,Entertainment
Infarm,Series C,170000000.0,Infarm builds and distributes highly efficient vertical farms throughout cities to grow fresh produce right in your neighbourhood.,"Berlin, ","Bonnier Ventures, Hanaco Venture Capital",2021,Agriculture
Zuper,Seed,1100000.0,Zuper is a productivity suite for service businesses to mobile field workforce and automate all business operations.,"Seattle, ","Gemba Capital, Gunderson Dettmer",2021,SaaS
mCaffeine,Series B,2900000.0,"MCaffeine is a personal care brand that offers caffein-infused face, body, and hair care products.","Mumbai, ","RPSG Ventures, Amicus Capital",2021,Personal care startup
Origa,Series B,2000000.0,The charioteer of your growth at all times.,"Andheri, ","500 Startups, ah! Ventures",2021,FinTech
GullyBuy Software,Pre-series A,543000.0,To deliver a solution that will provide shopping convenience to every consumer in India,"Pune, ",Undisclosed,2021,Tech Startup
Recordent,Seed,3500000.0,A technology-enabled platform that helps MSMEs to increase their business efficiency through collection of dues,"Hyderabad, ",Undisclosed,2021,FinTech
MPL,Series C,90000000.0,Mobile Premier League is the mobile e-Sports platform based in India.,"Bangalore, ","Base Partners, GO Ventures",2021,Entertainment
Penny,Seed,1300000.0,Offer various development solutions and mainly focus on helping startups,"Riyadh, ",Undisclosed,2021,SaaS
Onsitego,Series B,30000000.0,Onsitego is a customer service company for device and appliance repairs.,"Mumbai, ","Accel, Zodius Capital",2021,Customer service company
Precily,Seed,3500000.0,Precily is Artificial Intelligence platform for enterprises that increases efficiency of workforce by providing AI based solutions.,"California, ","Windrose Capital, Anil Advani",2021,SaaS  startup
SmartClean,Pre- series A,3400000.0,SmartClean Technologies is an AI company that offers data-driven cleaning operations designed for facilities.,"Singapore, ","Seeds Capital, AIM Smart City",2021,Tech Startup
ClanConnect,Seed,600000.0,"AI-driven influencer marketing platform ClanConnect.ai, which helps brands make their campaigns more data and result-oriented","Delhi, ",Undisclosed,2021,Marketing startup
Servify,Series C,23000000.0,Servify is a self-learning platform that provides device management services and warranty solutions.,"Mumbai, ","Blume Ventures, Tetrao",2021,Service industry
ShareChat,Pre-series C,40000000.0,ShareChat is a social networking and regional content platform.,"Bangalore, ","Lightspeed venture partners, saif partners",2021,Social media
Rephrase.ai,Seed,1500000.0,Rephrase.ai helps in creating high-quality videos and animations through an AI-powered visual dubbing tool.,"Bangalore, ","Techstars Bangalore Accelerator, Techstars",2021,AI
Melorra,Series B,8090000.0,"Buy Latest Gold, Diamond & Gemstone Jewellery Designs Online Rings, Earrings, Necklace","Bangalore, ","Shadows Holdings, Lightbox",2021,Jewellery
FabHotels,Series B,1030000.0,FabHotels is a network of 3 star budget hotels in India,"Gurugram, ","RB Investments Pte. Ltd, Goldman Sachs",2021,Hospitality
EkAnek,Edge,5040000.0,EkAnek Networks is a new startup that is focused on building the ecosystem for new age brands in lifestyle categories,"New Delhi, ","Lightspeed India Partners, Sequoia Capital India",2021,Tech Startup
Cub McPaws,Pre-series A,800000.0,Cub McPaws is a kids clothing brand.,"Mumbai, ",Venture Catalysts,2021,AR startup
Zimyo,Seed,1500000.0,Employee experience platform that empowers organizations to manage and retain great talent!,"Gurgaon, ","Abhishant Pant, Chiranth Patil",2021,HR Tech startup
PumPumPum,Series B,360000.0,Pumpumpum is a car rental company,"Gurgaon, ",Undisclosed,2021,Automotive Startup
